BANSKOBYSTRICKÝ  KRAJ ;;;;;;;;;;;;;;;;;;;;;;;;;
;;Charakteristiky osídlenia;;;;;Infraštruktúra v rómskych osídleniach;;;;;;Infraštruktúra majority;;;;Obydlia v rómskych osídleniach;;;;;;Obyvatelia rómskych osídlení;;
;;;;;;;Dostupnosť inžinierskych sietí;;;;Verejné osvetlenie;Prístupová cesta;Dostupnosť inžinierskych sietí v obci;;;;Celkový počet obydlí;Podiel legálnych obydlí;Podiel obydlí napojených na inžinierske siete;;;;Počet obyvateľov   ;;Podiel na celkovom počte obyvateľov
Názov obce;Mesto/ obec;Lokalizácia osídlenia;Poloha osídlenia;Vzdialenosť osídlenia (v m);Bariéra;Vysporiadanosť pozemkov;Vodovod ;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Plyn;Elektrina;V osídlení;Pripadajúcich na jedno obydlie;
OKRES BANSKÁ BYSTRICA;;;;;;;;;;;;;;;;;;;;;;;;;
Hronská Breznica;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;áno;5;0.0;100.0;0.0;0.0;100.0;40;9.6;13.4
Lieskovec;obec;intravilán;mimo obce;500;;nevysporiadané;áno;nie;áno;nie;áno;*;áno;čiastočne;áno;áno;11;54.5;54.5;0.0;27.3;54.5;75;5.9;5.4
Očová;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;áno;áno;áno;24;100.0;83.3;8.3;83.3;100.0;109;4.5;4.2
Ostrá Lúka;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;áno;5;100.0;100.0;0.0;0.0;100.0;30;5.8;11.1
Sása;obec;;;;;;;;;;;;áno;nie;áno;čiastočne;15;66.7;33.3;0.0;13.3;33.3;101;5.6;11.2
Sása;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;;;;;5;100.0;100.0;0.0;40.0;100.0;20;4.0;
Sása;obec;extravilán;mimo obce;8000;les;vysporiadané;nie;nie;nie;nie;nie;žiadna;;;;;10;50.0;0.0;0.0;0.0;0.0;81;6.4;
Sielnica;obec;intravilán;na okraji;;;čiastočne vysporiadané;áno;nie;čiastočne;nie;áno;asfaltová;áno;nie;áno;čiastočne;22;63.6;63.6;0.0;0.0;63.6;196;11.4;16.9
Sliač;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;čiastočne;áno;;áno;áno;áno;čiastočne;6;100.0;66.7;66.7;50.0;100.0;25;4.2;0.5
Veľká Lúka;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;áno;4;100.0;75.0;0.0;25.0;100.0;27;6.8;6.5
Zvolen;mesto;;;;;;;;;;;;áno;čiastočne;áno;čiastočne;*;*;*;*;*;*;2610;*;6.2
Zvolen;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;čiastočne;nie;;;;;;*;*;*;*;*;*;1100;*;
Zvolen;mesto;intravilán;mimo obce;*;*;vysporiadané;áno;áno;áno;nie;áno;žiadna;;;;;37;97.3;97.3;97.3;0.0;97.3;207;10.8;
Zvolen;mesto;intravilán;integrované/koncentrované;;;čiastočne vysporiadané;áno;áno;áno;áno;áno;*;;;;;164;100.0;100.0;100.0;100.0;100.0;1100;6.7;
Zvolen;mesto;intravilán;na okraji;;;nevysporiadané;áno;áno;áno;nie;áno;asfaltová;;;;;17;100.0;100.0;100.0;0.0;100.0;0;8.8;
Zvolen;mesto;intravilán;mimo obce;600;;vysporiadané;nie;nie;áno;nie;áno;asfaltová;;;;;15;100.0;0.0;0.0;0.0;100.0;70;4.7;
Zvolen;mesto;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;áno;áno;*;;;;;92;100.0;97.8;97.8;97.8;100.0;860;9.3;
Zvolenská Slatina;obec;;;;;;;;;;;;áno;čiastočne;áno;áno;46;97.8;82.6;28.3;21.7;100.0;213;2.7;8.2
Zvolenská Slatina;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;;;;;30;100.0;100.0;20.0;33.3;100.0;*;*;
Zvolenská Slatina;obec;intravilán;mimo obce;1500;*;čiastočne vysporiadané;áno;čiastočne;áno;nie;áno;iná;;;;;16;93.8;50.0;43.8;0.0;100.0;*;*;
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES ŽARNOVICA;;;;;;;;;;;;;;;;;;;;;;;;;
Brehy;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;6;100.0;50.0;0.0;33.3;100.0;21;3.5;1.9
Hodruša – Hámre;obec;;;;;;;;;;;;áno;nie;áno;áno;21;85.7;42.9;0.0;9.5;85.7;156;9.1;6.7
Hodruša – Hámre;obec;intravilán;integrované/koncentrované;;;vysporiadané;áno;nie;áno;nie;áno;iná;;;;;6;50.0;50.0;0.0;0.0;50.0;10;1.7;
Hodruša – Hámre;obec;intravilán;integrované/koncentrované;;;vysporiadané;áno;nie;áno;nie;áno;asfaltová;;;;;1;100.0;100.0;0.0;0.0;100.0;38;53.0;
Hodruša – Hámre;obec;intravilán;integrované/koncentrované;;;nevysporiadané;nie;nie;áno;nie;áno;asfaltová;;;;;1;100.0;0.0;0.0;0.0;100.0;32;47.0;
Hodruša – Hámre;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;13;100.0;38.5;0.0;15.4;100.0;76;6.3;
Hronský Beňadik;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;12;100.0;83.3;0.0;50.0;100.0;61;5.3;5.0
Nová Baňa;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;áno;18;100.0;100.0;*;*;100.0;98;*;1.3
Orovnica;obec;extravilán;mimo obce;500;cesta;nevysporiadané;nie;nie;áno;nie;áno;asfaltová;áno;nie;áno;áno;1;100.0;0.0;0.0;0.0;100.0;10;11.0;1.9
Píla;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;čiastočne;;áno;nie;áno;nie;4;100.0;75.0;0.0;0.0;100.0;36;9.0;24.0
Voznica;obec;intravilán;mimo obce;100;železnica;nevysporiadané;nie;nie;áno;nie;áno;iná;nie;nie;áno;áno;3;33.3;0.0;0.0;0.0;33.3;15;7.7;2.3
Žarnovica;mesto;;;;;;;;;;;;áno;áno;áno;áno;*;*;*;*;*;*;478;*;7.4
Žarnovica;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;;;;;*;*;*;*;*;*;273;*;
Žarnovica;mesto;intravilán;na okraji;;;čiastočne vysporiadané;áno;nie;áno;čiastočne;čiastočne;iná;;;;;39;51.3;*;0.0;2.6;100.0;205;*;
Župkov;obec;intravilán/extravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;čiastočne;;áno;nie;áno;čiastočne;6;100.0;16.7;0.0;0.0;83.3;49;8.2;6.7
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES ŽIAR NAD HRONOM;;;;;;;;;;;;;;;;;;;;;;;;;
Dolná Ždaňa;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;áno;áno;;nie;nie;áno;áno;14;100.0;0.0;0.0;21.4;100.0;63;4.1;9.4
Hliník nad Hronom;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;áno;31;100.0;80.6;80.6;74.2;100.0;140;4.4;4.8
Horná Ždaňa;obec;intravilán;na okraji;;;čiastočne vysporiadané;nie;nie;áno;nie;áno;asfaltová;áno;čiastočne;áno;áno;7;100.0;0.0;0.0;0.0;100.0;36;6.1;6.7
Hronská Dúbrava;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;2;100.0;100.0;0.0;0.0;100.0;20;15.0;5.1
Kopernica;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;7;100.0;100.0;0.0;0.0;100.0;37;5.6;8.5
Kremnica;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;čiastočne;69;100.0;100.0;89.9;0.0;100.0;295;4.3;4.9
Lehôtka pod Brehmi;obec;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;áno;áno;asfaltová;áno;áno;áno;áno;5;100.0;100.0;80.0;0.0;100.0;25;6.2;6.8
Prestavlky ;obec;;;;;;;;;;;;áno;nie;áno;áno;11;100.0;81.8;0.0;9.1;100.0;32;4.0;4.6
Prestavlky ;obec;intravilán;mimo obce;100;;vysporiadané;áno;nie;áno;nie;áno;iná;;;;;6;100.0;100.0;0.0;0.0;100.0;16;4.2;
Prestavlky ;obec;intravilán;na okraji;;;vysporiadané;áno;nie;áno;áno;áno;asfaltová;;;;;5;100.0;60.0;0.0;20.0;100.0;16;3.8;
Stará Kremnička;obec;;;;;;;;;;;;áno;čiastočne;áno;čiastočne;17;82.4;76.5;17.6;58.8;76.5;128;7.6;12.3
Stará Kremnička;obec;intravilán;mimo obce;500;potok;čiastočne vysporiadané;nie;nie;nie;nie;nie;iná;;;;;4;25.0;0.0;0.0;0.0;0.0;7;5.5;
Stará Kremnička;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;čiastočne;áno;;;;;;13;100.0;100.0;23.1;76.9;100.0;121;8.2;
Trnavá Hora;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;čiastočne;5;100.0;40.0;0.0;0.0;100.0;43;7.2;3.8
Žiar nad Hronom ;mesto;;;;;;;;;;;;áno;áno;áno;áno;*;*;*;*;0.0;*;1578;*;7.9
Žiar nad Hronom ;mesto;intravilán;integrované/koncentrované;;;čiastočne vysporiadané;áno;áno;áno;nie;áno;asfaltová;;;;;*;*;*;*;0.0;*;1546;*;
Žiar nad Hronom ;mesto;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;áno;áno;asfaltová;;;;;9;100.0;100.0;100.0;0.0;100.0;32;3.6;
